Contig	240111_N1_DNA_S12_L002_map_sorted_plasmid RPKM	240111_N1_DNA_S1_L001_map_sorted_plasmid RPKM	240111_N2_VIROME_S26_L001_map_sorted_plasmid RPKM	240111_N2_VIROME_S37_L002_map_sorted_plasmid RPKM	240111_N3A_sed_DNA_S24_L001_map_sorted_plasmid RPKM	240111_N3A_sed_DNA_S35_L002_map_sorted_plasmid RPKM	240111_N3B_DNA_S4_L001_map_sorted_plasmid RPKM	240111_N3B_VIROME_S28_L001_map_sorted_plasmid RPKM	240111_N3_DNA_S14_L002_map_sorted_plasmid RPKM	240111_N3_DNA_S3_L001_map_sorted_plasmid RPKM	240113_N4_DNA_S6_L001_map_sorted_plasmid RPKM	240113_N4_VIROME_S29_L001_map_sorted_plasmid RPKM	240113_N5_DNA_S7_L001_map_sorted_plasmid RPKM	240113_N5_VIROME_S30_L001_map_sorted_plasmid RPKM	240114_N7A_VIROME_S31_L001_map_sorted_plasmid RPKM	240114_N7A_VIROME_S43_L002_map_sorted_plasmid RPKM	240114_N7B_DNA_S20_L002_map_sorted_plasmid RPKM	240114_N7B_DNA_S9_L001_map_sorted_plasmid RPKM	240114_N7B_VIROME_S32_L001_map_sorted_plasmid RPKM	240114_N9_DNA_S11_L001_map_sorted_plasmid RPKM	240114_N9_DNA_S22_L002_map_sorted_plasmid RPKM	240114_N9_mat_DNA_S21_L001_map_sorted_plasmid RPKM	240114_N9_VIROME_S34_L001_map_sorted_plasmid RPKM	240115_N10_DNA_S12_L001_map_sorted_plasmid RPKM	240115_N10_DNA_S23_L002_map_sorted_plasmid RPKM	240115_N10_VIROME_S35_L001_map_sorted_plasmid RPKM	240115_N11_mat_DNA_S22_L001_map_sorted_plasmid RPKM	240115_N9_mat_DNA_S23_L001_map_sorted_plasmid RPKM	240116_N11_DNA_S13_L001_map_sorted_plasmid RPKM	240116_N11_VIROME_S36_L001_map_sorted_plasmid RPKM	240116_N12_DNA_S14_L001_map_sorted_plasmid RPKM	240116_N12_VIROME_S37_L001_map_sorted_plasmid RPKM	240116_N13_DNA_S15_L001_map_sorted_plasmid RPKM	240116_N13_VIROME_S38_L001_map_sorted_plasmid RPKM	240117_GW01_DNA_S18_L001_map_sorted_plasmid RPKM	240117_GW01_VIROME_S41_L001_map_sorted_plasmid RPKM	240117_N14_VIROME_S39_L001_map_sorted_plasmid RPKM	240117_N14_VIROME_S51_L002_map_sorted_plasmid RPKM	240117_N15_DNA_S17_L001_map_sorted_plasmid RPKM	240117_N15_DNA_S28_L002_map_sorted_plasmid RPKM	240117_N15_VIROME_S52_L002_map_sorted_plasmid RPKM	240119_GW02_VIROME_S42_L001_map_sorted_plasmid RPKM	240119_GW02_VIROME_S54_L002_map_sorted_plasmid RPKM	240119_GW03_DNA_S20_L001_map_sorted_plasmid RPKM	240120_N3C_DNA_S5_L001_map_sorted_plasmid RPKM	240120_N3C_VIROME_1_S38_L002_map_sorted_plasmid RPKM	240120_N3C_VIROME_S27_L001_map_sorted_plasmid RPKM
k141_2063399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2965204	41.751945	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_934849	0	0	0	0	1.1337336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.099739134	0	0	0	0	0	0	0	0	3.1696837	8.456776	29.44205	0.59604955	0	0	0	0	0	0	0	0	0	0	0	0	0.008480877
k141_1053151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.732674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_41808	0	0	0	0	0	0	0	1.3822381	0	0	0	0.6026698	0	0	0	0	0	0	0	0	0	0.9870922	0	0	0	0	0	0	22.832577	0.7967593	8.419528	73.94286	4.854698	0	2.2191281	0	0	0	0	0	0	0	0	17.567247	0	0	0
k141_1112628	0	0	0	0	0	0	0	0.624029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.973434	0	0	1.4491085	0	0	0	0	0	131.72166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2658417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.540703	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_576504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.952858	0	0	0	0	0	67.80983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3490600	15.982189	15.881232	0	0	0	1.3747327	0	0	22.393047	24.721884	20.681429	0	5.340379	0	0	0	13.300809	11.50797	0	0	0	0.060061168	0	5.626455	15.567314	0	0	0	0.12740158	0	0	0	0	0	0	0	17.917566	14.712385	31.700539	35.79516	0	0	0	0	0	0	0
k141_2122174	4.8338766	4.687583	0.07693879	0.053310663	0	0	0	0	9.145061	8.475864	8.258748	0	15.679204	0	0	0	4.8019958	5.27292	0	0	0	0	0	0	0	0.037670422	0	0	0	0	0.6007175	0	0	0	0	0	5.9914804	12.733329	15.0726	13.679536	0	0	0	0	0	0	0
k141_3311959	0	0	0	0	20.993338	30.035906	0	0	2.667097	3.6724303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6849667	0	19.875229	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2835032	21.47981	23.251297	0.14684494	0.06783228	6.014651	2.270862	0	0	22.204744	22.621477	21.770391	0.0942266	10.335143	0	0	0	10.127602	10.809337	0	0	0	0	0	1.5490166	1.9048135	0.1437951	0	0	0.5611979	0	0.7643506	0.7159251	0	0	0	0	17.04085	9.451074	25.45325	31.484003	0	0	0	0	0	0	0
k141_875487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.48284	40.339367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2003752	2.6149101	1.2497894	0	0.049329303	7.6545033	4.403805	0	0	0	0.19128945	0	0	47.132404	0	0	0	34.390484	34.967075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2835059	74.63735	66.711494	0.1481708	0.11733382	11.704415	12.438842	0	0	96.114746	81.67211	79.94281	0.040747438	48.19966	0	0	0	44.73697	35.67588	0	0	0	0.114409424	0.11450583	12.727306	13.179509	0.4974631	0.29397368	0	2.0628219	1.9393246	2.6442919	0.4127938	0.7984062	0	0.90023214	0	74.4673	78.82131	40.58842	50.10605	0	0	0	0.6108422	0	0	0
k141_576543	5.1694217	7.959282	0	0	1.2080333	0	0	0	0.17153034	1.7962629	4.4801817	0	18.899132	0	0	0	1.6138419	1.1978143	0	0	0	0	0	0	0	0	0	0	0.22543144	0	0	0	0	0	0	0	15.852172	10.847048	25.206215	25.019861	0	0	0	0	0	0	0
k141_1112707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.345228	0	0	0	0	131.35939	3.9270208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3548635	8.687862	11.447433	0	0.05189954	2.3009517	0	0	0	9.556424	5.2326646	12.556714	0.1441885	18.814938	0	0	0	4.2906504	2.5666735	0	0	0	0	0	2.3703537	0	0.036673296	0	0	0	0	0.58481663	0	0	0	0	0	2.0586662	0	13.185982	10.575615	0	0	0	0	0	0	0
k141_3015278	6.400496	11.580463	0	0	0	0	0	0	4.891579	4.0176105	19.44849	0	1.7313268	0	0	0	6.391998	2.846534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9784867	0	12.92031	10.704803	0	0	0	0	0	0	0
k141_339709	0	0	0	0	0	0	0	0.46540803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.12497	29.303202	23.94413	0.19472663	0.51278025	0	0	0	0	0	0	0	0	0	0	0	0
k141_2658535	0	0	0	0	0	0	0	0.19771844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.282755	27.84941	5.4193454	1.1250647	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_41916	4.387391	2.586087	0	0	0	0	0	0	0.85340714	2.7336295	0.6091273	0	13.230017	0	0	0	0.7360168	2.5824203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07379737	0	0	0	0.7169872	3.2380097	14.7662735	14.119122	0	0	0	0	0	0	0
k141_1944509	131.03017	125.75055	0.5744105	0.7323336	12.704793	17.055145	0	0	179.29471	180.76247	189.57927	0.15480545	42.5415	0	0	0	83.37029	92.96356	0	0	0	0.55884606	0.041430883	34.174217	50.964996	1.4624494	0.15954983	0	1.8439907	0.52626973	6.4581747	0.44807532	1.6466275	0	0	0	14.314005	10.773993	75.00563	72.01085	0	0	0	0	0	0	0
k141_3669300	0	0	0	0	0	0	0	1.3549799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020046368	0	0	0.09388342	0	41.1099	52.598076	0	0	0	0	0	0	0	0	0	0.01806565	0.0194146	0	0	0	0.0997307
k141_3134172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.158339	6.3336844	27.125692	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02132368
k141_1588330	13.698411	14.021764	0	0	4.558717	7.4583898	0	0	6.634811	5.781662	5.032668	0	3.204101	0	0	0	7.1685596	6.0268717	0	0	0	0	0	1.1740545	1.4437256	0.03632913	0	0.45285928	0.4253517	0	0.57932836	2.1705	0	0	0	0	0.6797822	3.069987	32.086216	30.459072	0	0	0	1.0706177	0	0	0
k141_1647587	5.056624	6.16047	0	0.06359421	0	0	0	0	6.2051935	6.16515	4.796398	0	3.150623	0	0	0	5.2574754	4.3098555	0	0	0	0	0.08274861	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3634017	5.06319	37.86589	33.276527	0	0	0	0	0	0	0
k141_399341	8.81491	12.09284	0.051816527	0.071807034	0	0	0	0	0	0	345.6201	0	0.02823419	0	0	0	5.5820327	6.7078066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56134856	0.18064423	0	0	0	0	0	0	0
k141_3788384	32.847355	30.460663	0.038012464	0	0	7.0540586	0	0	33.24414	35.13494	44.65925	0	18.838043	0	0	0	14.1048765	16.402763	0	0	0	0.10272905	0	0	1.4792472	0.11166894	0	0	1.0895427	0	0.5935823	0.9266263	0	0	0	0	11.840629	14.679099	28.208559	32.46743	0	0	0	0	0	0	0.017470222
k141_3134180	0	0	0	0	0	1.1544547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45562598	0	0	0	0.7279201	31.607553	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3074360	2.4718366	2.9576893	0	0	0	0	0	0	3.9041429	4.3976197	4.024629	0	32.676296	0	0	0	1.7491474	1.428064	0	0	0	0.20733443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93715787	1.4107766	11.635807	8.558743	0	0	0	0	0	0	0
k141_2063556	26.959063	16.23931	0	0.06853107	3.038306	0	0	0	34.29736	39.065277	19.059221	0	5.3218536	0	0	0	13.191583	17.19695	0	0	0	0	0	1.5649742	0	0.04842548	0	0	0	0.56634986	0	0	0.18652979	0	2.1031914	0	10.420452	8.184373	18.92944	20.860754	0	0.05455089	0	0	0	0	0
k141_2181821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75289905	0	0	0	0	5.639289	24.422203	18.411158	0	0	0	0	0	0	0	0	0	0	0	0	0.052450653	0.010708043
k141_161338	0	0	0	0	0	1.2212666	0	0	0	0	0	0	13.845362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3548718	18.067131	18.61814	0	0.10198053	0	0	0	0	9.388997	13.445664	9.39731	0	22.635471	0	0	0	4.9704905	6.3509626	0	0	0	0	0	0	0	0.07206156	0	0	0.5273232	0	0	0	0	0	1.5648711	0	9.438794	18.268648	17.671904	17.124805	0	0	0	0	0	0	0
k141_3134197	8.574702	5.922139	0	0.062089153	0	1.3857306	0	0	4.4948955	5.6580873	5.7788777	0	11.877005	0	0	0	2.3749926	2.5019681	0	0	0	0	0	0	0	0.043873485	0	0	0	0	0	0	0	0	0	0	0.8209503	3.707521	20.628624	23.741953	0	0	0	0	0	0	0
k141_1884470	0	0	0	0	0	0	0	0	0	0	0	0	0.15956317	0	0	0	90.716736	77.92325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2301207	15.253342	12.778097	0.025048839	0	1.5389705	1.9368205	0	0	14.258468	15.614582	12.507682	0.072329365	21.476395	0	0	0	5.953686	5.8494835	0	0.9635041	0	0	0	0.3963473	0.97477037	0.06132149	0	0	1.005157	0	0.39114922	0.6106132	0.094481535	0	0	0	11.015361	12.782173	14.56319	14.932741	0	0	0	0	0	0	0
