Contig	240111_N1_DNA_S12_L002_map_sorted_plasmid RPKM	240111_N1_DNA_S1_L001_map_sorted_plasmid RPKM	240111_N2_VIROME_S26_L001_map_sorted_plasmid RPKM	240111_N2_VIROME_S37_L002_map_sorted_plasmid RPKM	240111_N3A_sed_DNA_S24_L001_map_sorted_plasmid RPKM	240111_N3A_sed_DNA_S35_L002_map_sorted_plasmid RPKM	240111_N3B_DNA_S4_L001_map_sorted_plasmid RPKM	240111_N3B_VIROME_S28_L001_map_sorted_plasmid RPKM	240111_N3_DNA_S14_L002_map_sorted_plasmid RPKM	240111_N3_DNA_S3_L001_map_sorted_plasmid RPKM	240113_N4_DNA_S6_L001_map_sorted_plasmid RPKM	240113_N4_VIROME_S29_L001_map_sorted_plasmid RPKM	240113_N5_DNA_S7_L001_map_sorted_plasmid RPKM	240113_N5_VIROME_S30_L001_map_sorted_plasmid RPKM	240114_N7A_VIROME_S31_L001_map_sorted_plasmid RPKM	240114_N7A_VIROME_S43_L002_map_sorted_plasmid RPKM	240114_N7B_DNA_S20_L002_map_sorted_plasmid RPKM	240114_N7B_DNA_S9_L001_map_sorted_plasmid RPKM	240114_N7B_VIROME_S32_L001_map_sorted_plasmid RPKM	240114_N9_DNA_S11_L001_map_sorted_plasmid RPKM	240114_N9_DNA_S22_L002_map_sorted_plasmid RPKM	240114_N9_mat_DNA_S21_L001_map_sorted_plasmid RPKM	240114_N9_VIROME_S34_L001_map_sorted_plasmid RPKM	240115_N10_DNA_S12_L001_map_sorted_plasmid RPKM	240115_N10_DNA_S23_L002_map_sorted_plasmid RPKM	240115_N10_VIROME_S35_L001_map_sorted_plasmid RPKM	240115_N11_mat_DNA_S22_L001_map_sorted_plasmid RPKM	240115_N9_mat_DNA_S23_L001_map_sorted_plasmid RPKM	240116_N11_DNA_S13_L001_map_sorted_plasmid RPKM	240116_N11_VIROME_S36_L001_map_sorted_plasmid RPKM	240116_N12_DNA_S14_L001_map_sorted_plasmid RPKM	240116_N12_VIROME_S37_L001_map_sorted_plasmid RPKM	240116_N13_DNA_S15_L001_map_sorted_plasmid RPKM	240116_N13_VIROME_S38_L001_map_sorted_plasmid RPKM	240117_GW01_DNA_S18_L001_map_sorted_plasmid RPKM	240117_GW01_VIROME_S41_L001_map_sorted_plasmid RPKM	240117_N14_VIROME_S39_L001_map_sorted_plasmid RPKM	240117_N14_VIROME_S51_L002_map_sorted_plasmid RPKM	240117_N15_DNA_S17_L001_map_sorted_plasmid RPKM	240117_N15_DNA_S28_L002_map_sorted_plasmid RPKM	240117_N15_VIROME_S52_L002_map_sorted_plasmid RPKM	240119_GW02_VIROME_S42_L001_map_sorted_plasmid RPKM	240119_GW02_VIROME_S54_L002_map_sorted_plasmid RPKM	240119_GW03_DNA_S20_L001_map_sorted_plasmid RPKM	240120_N3C_DNA_S5_L001_map_sorted_plasmid RPKM	240120_N3C_VIROME_1_S38_L002_map_sorted_plasmid RPKM	240120_N3C_VIROME_S27_L001_map_sorted_plasmid RPKM
k141_2616461	3.3709888	3.9907472	0	0	0	0	0	0	6.064368	5.0652804	4.1358166	0	15.035666	0	0	0	4.0294175	2.990686	0	0	0	0	0	0	0	0.046150226	0	0	0	0	0	0	0	0	0	0	0.4317761	4.5499034	17.784765	14.212179	0	0	0	0	0	0	0
k141_1962377	0	0	0	0	0	0	0	0	0	0	0.005661877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.213232	37.59844	93.00813	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_832771	150.77516	145.51555	0	0	13.229919	14.65207	0	0	254.07182	237.79959	130.76697	0	21.741873	0	0	0	108.91714	98.38504	0	0	0	0.23277791	0.27180305	0.68144816	1.6759429	0.042172525	0	0.52569985	0.9875356	0	2.3537884	0	1.1371084	0	0	0	10.653153	9.503418	36.46955	38.511257	0	0	0	0	0	0	0
k141_1070656	0	0	0	0	0	2.0448556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.290523	1.4505142	41.58398	6.406727	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1427280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.65795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1486815	19.565676	18.49366	0.031529926	0.043693986	4.8429017	2.4379497	0	0	34.038692	38.88574	29.551489	0	5.540637	0	0	0	18.924028	19.527868	0	0	0	0.042604964	0.08528172	3.4922822	1.2269806	0.09262523	0	0	0.18074705	0	1.2308861	0	0	0	0	0	12.132271	15.219708	24.650396	24.677155	0	0	0	0	0	0	0
k141_2913703	0.35594448	0.19013716	0	0.12758045	147.06232	119.59044	0	0	33.02905	38.96016	0	0	183.86372	0	0	0	10.940918	12.034684	0	804.73944	843.6265	268.89203	0.33201462	25.492464	35.82615	0	311.6549	193.85092	31.005703	0	1.0782056	0	0	0	0.97884834	0	118.0819	98.40167	0	0	0	0	0	0	0	0	0
k141_832794	143.79935	145.00734	0	0	0	0	0	0	0	0	229.31473	0	9.939646	0	0	0	275.09177	276.9683	0	0	0	0	0	76.61763	86.90623	0.7357665	0	0	0	0	0	0	0	0	0	0	0	0	37.38326	31.942783	0	0	0	0	0	0	0
k141_2556991	14.775187	14.261033	0.05271062	0.109569095	3.2384768	0	0	0	14.714747	12.180114	13.714578	0.101469114	10.397136	0	0	0	14.691603	13.513304	0	0	0	0.21367644	0	0	0	0.18065552	0.3660261	0	0.9064996	3.6219742	0	0	0	0	0	0	4.346207	8.723579	28.742075	36.84413	0	0	0	0	0	0	0
k141_2021913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.44379	42.99859	0	0	0	0	0	0	0	0	0	0	0
k141_1486845	0	0	0	0	2.7927344	4.2176447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1842661	0	0	0	0	0	1.5258542	0.19543236	0	6.2108335	3.435004	45.820946	0.7341267	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1308421	0	0	0	0	169.02576	151.94414	0	0	98.25084	97.94468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1248944	0.72723055	1.1654084	0	0	0	0	0	0	0	0	0.09009246	0	15.599006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.569705	4.0000086	0	0	0	0	0	0	0
k141_2497523	11.141494	14.083308	0.028531536	0	1.7529433	1.7648872	0	0	6.7826033	9.276097	6.047162	0.027461924	2.5729432	0	0	0	6.586314	4.7073946	0	0	0	0.07710676	0	1.805816	1.6654484	0.027938962	0	0	0	0	0	0	0	0	0	0	8.887383	6.295939	27.303234	27.602217	0	0	0	0	0	0	0
k141_416693	12.6750965	14.590465	0	0.06398744	0	1.4280975	0	0	20.74474	16.252573	15.813037	0	8.818427	0	0	0	16.343683	16.994411	0	0	0	0	0	0	0	0.090429716	0	0	0	0	0	0.45023027	0	0	0	0	5.0762987	8.278559	42.268524	45.394264	0	0	0	0	0	0	0
k141_2378706	12.942348	12.172846	0	0	0	0	0	0	9.764047	8.994374	7.0682473	0	17.277582	0	0	0	3.2307248	2.7627816	0	0	0	0	0	0	0	0.020110076	0	0	0.11772722	0	0.32068858	0.20024757	0	0	0.43670544	0	1.6933275	2.2658646	17.909721	14.498045	0	0	0	0	0	0	0
k141_1308436	0	0	0	0	0	0	0	0	0	0	0	0	3.002159	0	0	0	0	0	0	0	0	60.25531	0	0	0	0	12.928387	26.606094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_416701	33.52189	40.792587	0.13909493	0.19275694	2.8486083	0	0	0	21.03285	18.063955	22.183887	0	14.652951	0	0	0	22.357471	27.185923	0	0	0	0.12530181	0	2.2008967	3.608567	0.11350504	0	0	0.5315796	1.0619793	0	0.45209393	0.17488374	0	0	0	30.159092	53.713654	120.04727	114.925255	0	0	0	1.3379952	0	0.052188307	0
k141_2378712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1233733	3.9006557	27.820211	0.80759394	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_773381	0	0	0	0	0	0	0	0.028206857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.3713923	19.259577	118.07852	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3270485	0	0	0	0	0	0	0	0	0	0	0	0	11.193238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2140937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.618706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2675938	12.8920355	12.064934	0	0.14328265	3.1761982	9.593519	0	0	23.902622	23.475042	16.97936	0	13.2817	0	0	0	11.933895	10.366546	0	0	0	0	0	0	2.011776	0.404986	0	0	0.29635563	0	0	0	0	0	0	0	13.261505	7.8428335	15.121435	11.985121	0	0	0	0	0	0	0
k141_238391	0	0	0.12856248	0.08908056	0	0	0	0	0	0	0	0	2.2153983	0	0	0	55.72829	55.312847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3567730	66.85828	66.79242	0	0.061393358	3.6291432	0.9134677	0	0	32.65759	31.822227	15.712561	0	8.1430855	0	0	0	41.86677	44.60571	0	0	0	0	0.30622533	1.4019774	0	0.14460607	0	0	0.16930887	0.16912095	0	0.7199628	0	0	0	0	5.6822534	7.3319464	174.1116	164.79459	0	0	0	0	0	0	0
k141_2913794	0	0	0	0	0	0	0	2.780495	0	0	0	1.581292	0	0	0	0	0	0	0	0	0	0	10.423366	0	0	0	0	0	0	0	14.014882	125.78157	0	0	0	0	0	0	0	0	0	0.06712056	0.2885296	0	0	0	0
k141_1367973	3.8694835	3.8219764	0	0	0	2.3361573	0	0	2.47102	2.232481	4.632171	0	19.405687	0	0	0	3.09981	3.3552153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69200647	0	14.456368	17.116283	0	0	0	0	0	0	0
k141_2319346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.7074	40.294987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1486919	3.5601315	4.5534587	0.025938261	0	0	0	0	0	1.9799474	1.533269	2.373831	0	16.500792	0	0	0	2.0402446	1.382618	0	0	0	0	0	0	0	0.012699774	0	0	0	0	0	0	0.097836345	0	0	0	4.7527037	2.5041149	15.689126	14.784765	0	0	0.030748837	0	0	0	0
k141_3329993	0.58872837	0.35941124	0.021753047	0.030145243	4.009443	1.3455873	0	0	0.8539595	0.4675896	0.8149282	0	10.792128	0	0	0	59.031055	61.455006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2200446	13.567818	12.978275	0	0.14136875	0	4.4171743	0	0	14.950947	15.239975	11.712828	0	18.965782	0	0	0	7.117023	10.150393	0	0	0	0	0	1.2913175	1.5879229	0.039957635	0	0	0.46783528	0.46731603	0.31859547	0	0	0	0	0	16.075075	21.385218	14.661582	15.363645	0	0	0	0	0	0	0
k141_2081452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16827357	0	112.76066	33.130444	20.593964	0.47408006	0	0	0	0	0	0	0	0	0	0	0	0	0.006745436
k141_3686728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.91688	1.6700698	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_773434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074041136	0	0	0	0	0	0	72.29783	0.8141056	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3211119	9.381841	6.65535	0	0.05380342	0	1.8012096	0	0	19.390608	20.029366	11.92814	0	3.860834	0	0	0	6.3733234	5.5187573	0	0	0	0	0.03500443	0	0	0.38018617	0	0	0.44513267	0	0	0	0	0	0	0	14.227908	16.063784	19.978788	23.483698	0	0	0	0	0	0	0
k141_2200474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1398144	41.482796	3.7052486	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3032784	33.750366	31.755013	0.04959855	0	53.327316	75.16694	0	0.11261925	16.333931	15.05921	17.214966	0.04773916	22.188053	0	0	0	24.340775	22.283546	0	1.9078093	3.3480654	2.6808114	0	1.5695939	1.9301174	0	0	0.90814173	4.691386	0	47.244762	12.574217	51.821278	11.214529	41.1333	0	8.17921	22.57347	33.761627	30.346033	0	0	0.05879722	21.469639	0	0	0
k141_2794981	7.8798933	6.3138804	0	0	0	0.5252959	0	0	8.445432	5.3849173	5.3342094	0	14.492424	0	0	0	2.9622788	2.3279736	0	0	0	0	0	0	0	0.09978806	0	0	0	0.38901666	1.0608577	0	0	0	0.72232425	0	1.8672107	0.93695253	12.573007	12.789448	0	0	0	0	0	0	0
k141_1486953	13.00094	18.774899	0.046380978	0.1606862	0	1.4345037	0	0	20.534338	18.444054	15.757028	0.044642206	21.974373	0	0	0	10.865357	11.301945	0	0	0	0.12534504	0	2.9355414	4.512265	0.13625306	0	0	0	0	0	0	0.08747204	0	0	0	3.3993802	3.1983445	25.123156	21.020308	0	0	0	0	0	0	0
k141_119517	25.263506	25.656216	0.04969023	0.10329063	1.526454	4.2263503	0	0	26.496872	24.967058	25.381422	0.023913702	20.794058	0	0	0	10.663463	7.883028	0	0	1.6771271	0.06714417	0	0.7862477	1.9336851	0	0	0	0.142426	0.28453586	0.387968	0.24225885	0	0	1.5849743	0	16.616278	25.699083	19.28957	21.913784	0	0	0	0	0	0	0
k141_3092170	0	0	0	0	0	0	0	0	0	0	0	0	11.862182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1962521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.197002	0	0	0	0	83.8401	0.63910455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1903032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.871465	34.694466	18.291777	5.32497	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1070861	0	0	0	0	0	0	0	0	0	0	0	0	0.021700589	0	0	0	0	0	0	0	0	61.24125	0	0	0	0	49.50299	31.598846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1308620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165.46523	2.1144767	0	0	0	0	1.0469733	0	0	0	0	0	0	0	0	0	0	0	0
k141_2319412	0	0	0	0	0	0	0	0	1.0042664	0.86607796	0	0	44.96237	0	0	0	0	0	0	0	0	0.46666232	0	0	0	0	1.518839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_714087	0	0	0	0	405.6181	373.62592	0	0	99.80285	110.8793	0	0	48.04109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2378906	27.15049	27.021082	0.21360679	0.074003756	4.921404	5.780759	0	0	35.98805	29.558136	24.536703	0	14.665357	0	0	0	14.884223	18.1636	0	0	0	0.21647792	0.048146736	3.3798964	6.234348	0.15687777	0	0	0.3061282	3.363673	0	0.5207073	0.2014255	0	0	0	7.8278937	13.256928	44.642563	44.12241	0	0	0	0	0	0	0
k141_416875	0	0	0	0	0	0	0	0	0	0	0	0	16.125212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1130253	62.294975	60.911163	0.101175815	0	0	7.0407834	0	0	32.2162	31.806608	35.1946	0.1947657	16.869616	0	0	0	46.971027	39.16414	0	0	0	0.27342862	0	0	0	0.22291757	0	0	0.579996	0	1.5799072	0	0	1.6340327	0	0	15.294332	6.9768934	229.53677	242.49635	0	0	0	0	0	0	0
k141_3330139	7.621958	8.037189	0	0	0	0	0	0	6.2537675	9.080456	2.6102395	0	12.750647	0	0	0	2.451605	1.6896408	0	0	0	0	0	4.8612566	0	0.050141122	0	0	0	0	0	0	0.09656913	0	0	0	0	2.1185834	19.692535	16.51226	0	0	0	0	0	0	0
k141_2676095	331.47363	298.50192	0.39532962	0.32870725	74.48496	90.48006	0	0.23937114	508.11862	479.13162	344.8301	0.07610184	103.94263	0	0	0	208.47656	185.43999	0	2.027515	0	2.6353426	0.095047325	25.021173	57.434235	2.1162505	0.3660261	1.6085385	7.40308	3.923805	4.9386044	13.106203	2.8828726	0	11.208774	0	379.5688	553.94727	192.34348	219.77844	0	0.11628966	0.062486462	12.929493	0	0	0.07267612
k141_714098	0	0	0	0	0	0.65591544	0	0	0	0	0	0	86.95601	0	0	0	0	0	0	0	0	0.028656512	0	0	0	0	0.36816287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1308649	70.41994	73.43542	0.019345434	0.080426365	1.1885601	0.5983293	0	0	18.184464	17.673077	13.399278	0.07448079	8.627882	0	0	0	44.657642	43.3592	0	0.7441225	0	0	0.2616264	1.2244098	0.75282353	0.15154918	0	0	0.22179754	0	0.3020879	0.37726548	0	0	0.82275105	0	7.089381	10.138587	282.61404	261.2052	0	0.021339856	0	0.5582683	0	0	0
k141_2676113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.434357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1784292	8.524145	7.2226315	0.038012464	0	2.33544	1.1756765	0	0	6.715151	4.4940042	4.584271	0.03658742	18.672342	0	0	0	2.0799818	2.315684	0	0	0	0	0.034271874	0	0	0	0	0	0	0	0	0	0.21506841	0	0	0	0.69650763	0	15.648544	18.088997	0	0	0	0	0	0	0
k141_2854554	21.711185	21.710718	0	0	12.420294	9.031332	0	0	41.248055	39.71251	33.298183	0	5.9237823	0	0	0	17.59121	15.508066	0	0	0	0	0.04050312	2.8433151	0	0.08798158	0	0	0	0	0.35075313	0	0	0	0	0	4.9388723	8.674013	10.301334	9.083652	0	0	0	7.7784386	0	0	0
k141_2260064	0	0	0	0	0	0	0	0	0	0	0	0	14.045661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2081637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0254577	0.2561306	30.318216	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_714131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58649474	41.782646	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_238586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.956008	0	0	0	0	0	0	0	0	0	1.4035655	182.86852	0	3.0008545	0	0	0	0	0	0	0	0	0	0	0
k141_951978	24.89276	24.271809	0.42995986	0.16805626	4.064033	0.681954	0	0	9.617629	7.5832973	14.562913	0.021222625	60.294025	0	0	0	4.750588	6.8839936	0	0	0	0	0	0	0	0.53978205	0	0	0	0	0.34430885	0	0	0	0	0	3.8381045	4.8655133	57.208843	51.501984	0	0	0	0	0	0	0
k141_595214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16001424	0.049958844	82.88752	2.482442	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1487087	90.33219	83.581665	0.73012245	0.33726647	17.088703	17.20514	0	0	119.50261	123.21851	111.31266	0.26771468	47.8349	0	0	0	56.240746	52.1562	0	0	0	0.28188044	0.15673219	4.4010344	5.411917	0.4425933	0.24142951	0	4.8830457	3.1853883	3.257486	1.3560479	0.5901308	0	0	0	31.215649	33.085743	95.98358	98.42112	0	0	0	0	0	0	0.015978971
k141_1665400	12.150766	9.2367	0	0	0	0	0	0	3.6906788	2.9230132	5.079663	0	2.2942226	0	0	0	6.6829386	5.931742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.107397	0.5556836	27.280767	19.875793	0	0	0	0	0	0	0
k141_3032985	28.124882	29.311447	0	0.08229178	1.8241917	0.9183105	0	0	8.936174	10.131792	16.420586	0	9.318742	0	0	0	15.231144	14.470084	0	0	0	0	0	0	0	0.08722362	0	0	0.34041294	1.3601404	0	0	0.11199204	0	0	0	2.4481618	2.456939	64.867355	61.2781	0	0	0	0.8568253	0	0	0
k141_1962672	9.013901	8.057778	0.14273848	0.06593538	0	0	0	0	5.7072544	5.880746	5.9252453	0	16.942305	0	0	0	5.044232	3.9854357	0	0	0	0	0	0	0	0.09318262	0	0	0	0	0.7429759	0	0	0	0	0	0	1.3123969	15.205691	14.513885	0	0	0	0	0	0	0
k141_2022226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01834943	0	0	0	0	0	0	96.76098	0.6052733	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_821	25.99021	31.848091	0	0	1.9903871	0	0	0	12.788457	12.534646	25.874613	0	49.497112	0	0	0	8.032419	7.811969	0	0	0	0	0	4.1008434	1.2606937	0.25378734	0	0	0.3714267	0	1.0117651	0	0.18329282	0	0	0	7.4200134	8.489142	28.837317	33.03517	0	0	0	0	0	0	0
k141_2973622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136.84744	99.577385	40.15917	0	0	0	0	26.51267	34.42418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_833143	1.034481	0.3157688	0.03822325	0.026484778	3.5225859	6.206528	0	0	0.12504423	0	0	0	44.752834	0	0	0	13.431454	12.467312	0	0	0	0	0	0	0	0	0	0.34993088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1843769	0	0	0	0	0	0	0	0	0	0	0	0	160.75212	0	0	0	0.08495886	0.07206579	0	0	0	0.8152359	0	0.4492369	0	0	0.17250793	0.9097242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3092373	8.289627	8.777874	0	0.052588213	2.3314838	5.8684244	0	0	17.13187	15.192553	14.411123	0	9.377219	0	0	0	9.798288	8.283812	0	0	0	0	0.034213815	0	1.4767414	0.037159923	0	0	0	0.651894	0	0	0.14313607	0	0	0	8.691597	13.607502	35.355133	31.949396	0	0	0	0	0	0	0
k141_238643	0.20704341	0	0	0	260.7393	285.7034	0	0	225.173	226.40503	0	0	3.1367514	0	0	0	0.27470675	0.27185455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_952056	24.08156	24.253948	0.029730607	0.103001244	5.479838	1.8390585	0	0	27.946394	26.361645	25.535778	0.057232082	12.668277	0	0	0	16.013926	15.243939	0	0.57179415	0	0.12052088	0.026804984	6.115549	5.784802	0.07278282	0	0	0.42608088	0	1.160643	0	0.168211	0	0	0	18.794153	11.070899	39.02575	46.382336	0	0	0	0	0	0	0
k141_1249247	6.8274007	5.409771	0	0	0	0.91026753	0	0	11.682166	13.838851	8.583942	0	31.624323	0	0	0	4.9319296	6.0511003	0	0	0	0.07953798	0	0	1.1453072	0	0	0	0	0	0	0	0.055505577	0	0	0	14.56032	17.04794	6.0048027	3.59113	0	0	0	0	0	0	0
k141_3211410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8092442	29.319805	45.076366	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1130393	1.6799966	2.0341399	0.08690436	0	0	0	0	0	1.010846	1.7123706	0	0	2.9358935	0	0	0	173.36917	183.8976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_654822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6532545	2.0395584	89.547356	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_833168	247.4427	232.86847	0.89183366	0.5885228	0	3.9404662	0	0	30.935402	27.614342	22.709558	0.14306663	516.564	0	0	0	34.856945	31.04553	0	0	0	0	0	0	1.652644	0.56141424	0.29490253	0	0	1.7022705	0.66316175	0	0.16018577	0	0	0	7.78152	5.2713566	228.27402	231.55658	0	0	0	0	0	0	0
k141_654823	426.0673	471.4651	0.20414956	0.25461832	55.187897	63.772232	0	0	352.62927	388.14236	98.27152	0.3536932	352.29263	0	0	0	198.141	186.7563	0	0	0	0	0.03681207	1.292102	1.5888877	0	0	0	0	0	0	0	0	0	0	0	5.6109915	6.1942186	764.2662	712.139	0	0	0	0	0	0	0
k141_1903232	22.887413	21.035772	0	0.06031977	0	0	0	0	14.904088	11.695418	12.4271755	0	26.777002	0	0	0	5.5077753	5.855701	0	0	0	0.2352655	0	0	0	0	0.302256	0	0.24952222	0	0.33984888	0	0	0	0	0	11.165775	8.404355	25.306374	21.092672	0	0	0	0	0	0	0
k141_714265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.572487	13.862884	65.97606	0	27.620777	29.969162	0	62.21255	56.71665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3033083	6.0254784	5.2452383	0	0	0	1.1901494	0	0	7.1335115	8.891866	6.0230427	0.037037827	13.60791	0	0	0	4.86917	4.493033	0	0	0	0	0	0	0	0.037681207	0	0	0	0	1.2017789	0	0	0	0	0	4.230491	7.429902	11.464014	10.597968	0	0	0	0	0	0	0
k141_3627568	1.750801	2.200557	0	0	0	0	0	0	0	0	0	0	28.2885	0	0	0	19.676973	15.68632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1546687	3.3423848	2.5789447	0.06403624	0.13311157	0	0	0	0	3.1423395	2.6669343	2.7659373	0.0616356	13.477253	0	0	0	2.0804772	2.2756002	0	0	0	0.043264642	0	0	1.2459786	0	0	0	0	0	0	0	0	0	0	0	2.640026	2.649491	8.0357	9.87859	0	0	0	0	0	0	0
k141_1665562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.136185	25.608746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_654861	79.566765	92.08109	0.18772635	0.26015007	2.8834202	2.9030669	0	0	0	0	379.79202	0	0.46030405	0	0	0	180.1628	179.40407	0	0	0	0	0	43.070663	37.43983	0.643396	0	0	0	0	0	0	0	0	0	0	0	0	57.11343	61.764374	0	0	0	0	0	0	0
